"night" "fr_night" "morning" "fr_morning" "midday" "fr_midday" "anoon" "fr_anoon" "evening" "fr_evening" "total"
"49" 73 0.0705996131528046 276 0.266924564796905 272 0.263056092843327 283 0.273694390715667 130 0.125725338491296 1034
"50" 90 0.0859598853868195 281 0.268385864374403 265 0.253104106972302 257 0.245463228271251 154 0.147086914995224 1047
"51" 78 0.118721461187215 132 0.200913242009132 190 0.289193302891933 149 0.226788432267884 108 0.164383561643836 657
"52" 56 0.100358422939068 106 0.189964157706093 169 0.302867383512545 136 0.243727598566308 91 0.163082437275986 558
"53" 62 0.06187624750499 303 0.302395209580838 234 0.233532934131737 279 0.278443113772455 124 0.12375249500998 1002
"54" 76 0.0730769230769231 296 0.284615384615385 281 0.270192307692308 265 0.254807692307692 122 0.117307692307692 1040
"55" 62 0.0584905660377358 287 0.270754716981132 269 0.25377358490566 305 0.287735849056604 137 0.129245283018868 1060
"56" 53 0.0477477477477477 328 0.295495495495495 310 0.279279279279279 283 0.254954954954955 136 0.122522522522523 1110
"57" 90 0.0823421774931382 299 0.27355901189387 274 0.250686184812443 266 0.243366880146386 164 0.150045745654163 1093
"58" 70 0.0974930362116992 166 0.231197771587744 209 0.29108635097493 143 0.1991643454039 130 0.181058495821727 718
"59" 43 0.0851485148514852 91 0.18019801980198 150 0.297029702970297 119 0.235643564356436 102 0.201980198019802 505
"60" 65 0.0627413127413127 290 0.27992277992278 287 0.277027027027027 274 0.264478764478765 120 0.115830115830116 1036
"61" 47 0.0479102956167176 287 0.292558613659531 256 0.260958205912334 289 0.294597349643221 102 0.103975535168196 981
"62" 51 0.0482954545454545 301 0.285037878787879 284 0.268939393939394 290 0.274621212121212 130 0.123106060606061 1056
"63" 66 0.0626780626780627 291 0.276353276353276 278 0.264007597340931 276 0.262108262108262 142 0.134852801519468 1053
"64" 72 0.0671015843429636 303 0.282385834109972 294 0.273998136067102 272 0.253494874184529 132 0.123019571295433 1073
"65" 80 0.114613180515759 149 0.213467048710602 203 0.290830945558739 158 0.226361031518625 108 0.154727793696275 698
"66" 53 0.102119460500963 90 0.173410404624277 151 0.290944123314065 115 0.221579961464355 110 0.211946050096339 519
"67" 38 0.0867579908675799 88 0.200913242009132 127 0.289954337899543 97 0.221461187214612 88 0.200913242009132 438
"68" 55 0.0566426364572606 282 0.290422245108136 254 0.261585993820803 251 0.258496395468589 129 0.132852729145211 971
"69" 69 0.0666666666666667 296 0.285990338164251 250 0.241545893719807 279 0.269565217391304 141 0.136231884057971 1035
"70" 59 0.0575609756097561 295 0.28780487804878 267 0.260487804878049 275 0.268292682926829 129 0.125853658536585 1025
"71" 77 0.0712962962962963 315 0.291666666666667 284 0.262962962962963 267 0.247222222222222 137 0.126851851851852 1080
"72" 80 0.108991825613079 173 0.235694822888283 223 0.303814713896458 149 0.20299727520436 109 0.14850136239782 734
"73" 44 0.0950323974082073 92 0.198704103671706 142 0.306695464362851 110 0.237580993520518 75 0.161987041036717 463
"74" 62 0.0630081300813008 282 0.286585365853659 262 0.266260162601626 255 0.259146341463415 123 0.125 984
"75" 55 0.0520340586565752 318 0.30085146641438 274 0.25922421948912 283 0.267738883632923 127 0.120151371807001 1057
"76" 67 0.0629699248120301 316 0.296992481203008 279 0.262218045112782 271 0.254699248120301 131 0.12312030075188 1064
"77" 64 0.0600375234521576 296 0.277673545966229 303 0.284240150093809 252 0.236397748592871 151 0.141651031894934 1066
"78" 75 0.12998266897747 93 0.161178509532062 179 0.310225303292894 138 0.239168110918544 92 0.159445407279029 577
"79" 69 0.108150470219436 126 0.197492163009404 190 0.297805642633229 151 0.236677115987461 102 0.15987460815047 638
"80" 49 0.101030927835052 86 0.177319587628866 152 0.31340206185567 106 0.218556701030928 92 0.189690721649485 485
"81" 60 0.0586510263929619 304 0.297165200391007 261 0.255131964809384 282 0.275659824046921 116 0.113391984359726 1023
"82" 63 0.0596026490066225 314 0.297067171239357 282 0.266792809839167 283 0.267738883632923 115 0.10879848628193 1057
"83" 85 0.0779816513761468 307 0.281651376146789 281 0.257798165137615 290 0.26605504587156 127 0.11651376146789 1090
"84" 64 0.0599812558575445 313 0.293345829428304 283 0.26522961574508 270 0.253045923149016 137 0.128397375820056 1067
"85" 74 0.0647419072615923 302 0.26421697287839 302 0.26421697287839 291 0.254593175853018 174 0.152230971128609 1143
"86" 81 0.110958904109589 144 0.197260273972603 223 0.305479452054795 160 0.219178082191781 122 0.167123287671233 730
"87" 50 0.088339222614841 98 0.173144876325088 175 0.309187279151943 141 0.249116607773852 102 0.180212014134276 566
"88" 54 0.0501392757660167 305 0.283194057567317 274 0.254410399257196 299 0.277623026926648 145 0.134633240482823 1077
"89" 88 0.0741989881956155 316 0.266441821247892 298 0.251264755480607 314 0.264755480607083 170 0.143338954468803 1186
"90" 64 0.098310291858679 123 0.188940092165899 192 0.294930875576037 162 0.248847926267281 110 0.168970814132104 651
"91" 66 0.0585106382978723 325 0.288120567375887 284 0.25177304964539 311 0.275709219858156 142 0.125886524822695 1128
"92" 78 0.0677671589921807 323 0.280625543006082 317 0.275412684622068 278 0.241529105125977 155 0.134665508253692 1151
"93" 68 0.0883116883116883 180 0.233766233766234 233 0.302597402597403 172 0.223376623376623 117 0.151948051948052 770
"94" 65 0.110169491525424 110 0.186440677966102 159 0.269491525423729 151 0.255932203389831 105 0.177966101694915 590
"95" 65 0.0609184629803187 300 0.28116213683224 284 0.266166822867854 285 0.267104029990628 133 0.12464854732896 1067
"96" 72 0.0659945004582951 301 0.275893675527039 303 0.277726856095325 285 0.261228230980752 130 0.119156736938588 1091
"97" 70 0.0619469026548673 325 0.287610619469027 298 0.263716814159292 298 0.263716814159292 139 0.123008849557522 1130
"98" 67 0.0593971631205674 328 0.290780141843972 297 0.263297872340426 291 0.257978723404255 145 0.12854609929078 1128
"99" 82 0.0732797140303843 301 0.268990169794459 309 0.276139410187668 289 0.258266309204647 138 0.123324396782842 1119
"100" 75 0.110782865583456 138 0.20384047267356 211 0.311669128508124 136 0.200886262924668 117 0.172821270310192 677
"101" 58 0.120833333333333 93 0.19375 129 0.26875 120 0.25 80 0.166666666666667 480
"102" 62 0.0649214659685864 292 0.305759162303665 243 0.254450261780105 245 0.256544502617801 113 0.118324607329843 955
"103" 56 0.0576725025746653 286 0.294541709577755 254 0.261585993820803 261 0.268795056642636 114 0.11740473738414 971
"104" 67 0.0678824721377913 287 0.290780141843972 266 0.269503546099291 258 0.261398176291793 109 0.110435663627153 987
"105" 62 0.0636550308008214 276 0.283367556468172 282 0.28952772073922 259 0.265913757700205 95 0.0975359342915811 974
"106" 65 0.0664621676891615 258 0.263803680981595 272 0.278118609406953 241 0.246421267893661 142 0.14519427402863 978
"107" 75 0.109970674486804 152 0.222873900293255 211 0.309384164222874 138 0.202346041055718 106 0.155425219941349 682
"108" 51 0.107594936708861 89 0.187763713080169 139 0.293248945147679 111 0.234177215189873 84 0.177215189873418 474
"109" 66 0.0723684210526316 249 0.273026315789474 251 0.275219298245614 239 0.262061403508772 107 0.117324561403509 912
"110" 60 0.0664451827242525 275 0.304540420819491 245 0.271317829457364 230 0.254706533776301 93 0.102990033222591 903
"111" 58 0.0631120783460283 266 0.289445048966268 252 0.274211099020675 236 0.256800870511425 107 0.116430903155604 919
"112" 63 0.0666666666666667 276 0.292063492063492 233 0.246560846560847 263 0.278306878306878 110 0.116402116402116 945
"113" 60 0.0599400599400599 280 0.27972027972028 276 0.275724275724276 246 0.245754245754246 139 0.138861138861139 1001
"114" 64 0.101587301587302 133 0.211111111111111 187 0.296825396825397 152 0.241269841269841 94 0.149206349206349 630
"115" 46 0.107981220657277 66 0.154929577464789 135 0.316901408450704 105 0.246478873239437 74 0.173708920187793 426
"116" 57 0.0658198614318707 251 0.289838337182448 207 0.239030023094688 240 0.277136258660508 111 0.128175519630485 866
"117" 63 0.0623762376237624 297 0.294059405940594 265 0.262376237623762 270 0.267326732673267 115 0.113861386138614 1010
"118" 61 0.0631469979296066 269 0.278467908902692 254 0.262939958592132 260 0.269151138716356 122 0.126293995859213 966
"119" 59 0.0635775862068965 256 0.275862068965517 263 0.283405172413793 242 0.260775862068966 108 0.116379310344828 928
"120" 67 0.0728260869565217 244 0.265217391304348 251 0.272826086956522 241 0.26195652173913 117 0.127173913043478 920
"121" 74 0.120915032679739 112 0.183006535947712 182 0.297385620915033 145 0.236928104575163 99 0.161764705882353 612
"122" 54 0.111111111111111 82 0.168724279835391 147 0.302469135802469 126 0.259259259259259 77 0.15843621399177 486
"123" 54 0.0615735461801596 241 0.274800456100342 242 0.27594070695553 239 0.272519954389966 101 0.115165336374002 877
"124" 54 0.0576923076923077 256 0.273504273504274 256 0.273504273504274 250 0.267094017094017 120 0.128205128205128 936
"125" 63 0.0694597574421169 242 0.266813671444322 253 0.278941565600882 233 0.256890848952591 116 0.127894156560088 907
"126" 54 0.0598669623059867 256 0.283813747228381 246 0.272727272727273 235 0.260532150776053 111 0.123059866962306 902
"127" 72 0.0694980694980695 293 0.282818532818533 285 0.275096525096525 245 0.236486486486486 141 0.136100386100386 1036
"128" 67 0.0951704545454545 134 0.190340909090909 212 0.301136363636364 157 0.223011363636364 134 0.190340909090909 704
"129" 41 0.0985576923076923 75 0.180288461538462 123 0.295673076923077 113 0.271634615384615 64 0.153846153846154 416
"130" 57 0.0590062111801242 275 0.284679089026915 273 0.282608695652174 260 0.269151138716356 101 0.104554865424431 966
"131" 54 0.0596026490066225 269 0.296909492273731 257 0.283664459161148 245 0.270419426048565 81 0.0894039735099338 906
"132" 61 0.0662323561346363 251 0.272529858849077 246 0.267100977198697 253 0.274701411509229 110 0.11943539630836 921
"133" 69 0.0724789915966387 285 0.29936974789916 244 0.256302521008403 255 0.267857142857143 99 0.103991596638655 952
"134" 64 0.0645812310797175 271 0.273461150353179 270 0.272452068617558 254 0.256306760847629 132 0.133198789101917 991
"135" 65 0.0948905109489051 133 0.194160583941606 201 0.293430656934307 158 0.230656934306569 128 0.186861313868613 685
"136" 43 0.0942982456140351 81 0.177631578947368 127 0.278508771929825 116 0.254385964912281 89 0.195175438596491 456
"137" 59 0.0629669156883671 292 0.311632870864461 233 0.248665955176094 252 0.268943436499466 101 0.107790821771612 937
"138" 62 0.0697412823397075 245 0.275590551181102 228 0.256467941507312 247 0.277840269966254 107 0.120359955005624 889
"139" 59 0.0678941311852704 253 0.291139240506329 229 0.263521288837745 231 0.265822784810127 97 0.111622554660529 869
"140" 59 0.0665914221218962 259 0.292325056433409 251 0.283295711060948 218 0.246049661399549 99 0.111738148984199 886
"141" 64 0.0636182902584493 275 0.273359840954274 283 0.281312127236581 247 0.245526838966203 137 0.136182902584493 1006
"142" 55 0.0873015873015873 139 0.220634920634921 195 0.30952380952381 139 0.220634920634921 102 0.161904761904762 630
"143" 48 0.10762331838565 76 0.170403587443946 134 0.300448430493274 115 0.257847533632287 73 0.163677130044843 446
"144" 72 0.0770053475935829 268 0.286631016042781 246 0.263101604278075 230 0.245989304812834 119 0.127272727272727 935
"145" 54 0.120535714285714 90 0.200892857142857 141 0.314732142857143 94 0.209821428571429 69 0.154017857142857 448
"146" 57 0.0660486674391657 254 0.294322132097335 224 0.259559675550406 228 0.264194669756663 100 0.115874855156431 863
"147" 51 0.0580865603644647 238 0.271070615034169 220 0.250569476082005 251 0.285876993166287 118 0.134396355353075 878
"148" 62 0.06553911205074 249 0.263213530655391 234 0.247357293868922 258 0.272727272727273 143 0.151162790697674 946
"149" 66 0.102325581395349 143 0.221705426356589 181 0.28062015503876 143 0.221705426356589 112 0.173643410852713 645
"150" 51 0.109207708779443 93 0.199143468950749 139 0.297644539614561 110 0.235546038543897 74 0.158458244111349 467
